"ITEM_ID","TITLE","RELEASE_YEAR","GENRES"
"32392","800 Bullets","2002","Comedy|Crime|Drama|Western"
"32440","If Looks Could Kill","1991","Action|Comedy"
"32442","Greedy","1994","Comedy"
"32456","""Pom Poko",," The) (Heisei tanuki gassen pompoko) (1994)"""
"32460","Knockin' on Heaven's Door","1997","Action|Comedy|Crime|Drama"
"32469","We're No Angels","1955","Comedy|Crime|Drama"
"32511",,," A (Xia nu) (1971)"""
"32515","Walker","1987","Adventure|Drama|War|Western"
"32554","Memories","1995","Animation|Fantasy|Sci-Fi|Thriller"
"32582",,," The (2003)"""
"32584",,," The (2005)"""
"32587","Sin City","2005","Action|Crime|Film-Noir|Mystery|Thriller"
"32589","Beauty Shop","2005","Comedy"
"32596","Sahara","2005","Action|Adventure|Comedy"
"32598","Fever Pitch","2005","Comedy|Romance"
"32600","Eros","2004","Drama"
"32620","Not on the Lips","2003","Comedy|Musical|Romance"
"32632","Electra Glide in Blue","1973","Action|Crime"
"32649",,," A (Giornata particolare"
"32657",,," The (Homme qui plantait des arbres"
"32659","Tanguy","2001","Comedy"
"32666","National Lampoon's Lady Killers","2003","Comedy"
"32728",,," The (1976)"""
"32743","Ringu 0: Bâsudei","2000","Drama|Horror|Thriller"
"32770","Brothers","2004","Drama"
"32799","Maidens in Uniform","1931","Drama|Romance"
"32862","With Six You Get Eggroll","1968","Comedy|Romance"
"32875","Holiday","1949","Comedy"
"32892","Ivan's Childhood","1962","Drama|War"
"32898",,," A (Voyage dans la lune"
"32906",,," The (Voskhozhdeniye) (1977)"""
"32914","Carrie","2002","Drama|Horror|Thriller"
"32917","Boccaccio '70","1962","Comedy|Fantasy|Romance"
"33004",,," The (2005)"""
"33085",,," The (2005)"""
"33090","Mutant Aliens","2001","Animation|Comedy|Sci-Fi"
"33124","Before the Fall","2004","Drama|War"
"33126",,," The (1979)"""
"33132","State Property 2","2005","Action|Crime|Drama"
"33138","Palindromes","2004","Adventure|Comedy|Drama"
"33145",,," A (2005)"""
"33148","King's Ransom","2005","Comedy|Crime"
"33154","Enron: The Smartest Guys in the Room","2005","Documentary"
"33158","xXx: State of the Union","2005","Action|Crime|Thriller"
"33162","Kingdom of Heaven","2005","Action|Drama|Romance|War"
"33164","House of Wax","2005","Horror|Thriller"
"33166","Crash","2004","Crime|Drama"
"33171","Mysterious Skin","2004","Drama|Mystery"
"33188","Mischief","1985","Comedy|Romance"
"33201","Between Your Legs","1999","Drama|Mystery|Romance|Thriller"
"33237","San Francisco","1936","Drama|Musical|Romance"
"33294","Vampire Hunter D","1985","Animation|Fantasy|Horror"
"33310",,," A (a.k.a. Sequins) (Brodeuses) (2004)"""
"33312",,," The (1929)"""
"33421","Dear Wendy","2005","Drama"
"33435","Los Angeles Plays Itself","2003","Documentary"
"33437","Unleashed","2005","Action|Crime|Drama|Thriller"
"33493","Star Wars: Episode III - Revenge of the Sith","2005","Action|Adventure|Sci-Fi"
"33495","Kicking & Screaming","2005","Comedy"
"33499","Monster-in-Law","2005","Comedy|Romance"
"33558",,," The (2003)"""
"33564","Divorce - Italian Style","1961","Comedy"
"33615","Madagascar","2005","Adventure|Animation|Children|Comedy"
"33629","Airborne","1993","Adventure|Comedy"
"33639","Mad Hot Ballroom","2005","Children|Documentary"
"33644","Dominion: Prequel to the Exorcist","2005","Horror|Thriller"
"33646",,," The (2005)"""
"33649","Saving Face","2004","Comedy|Drama|Romance"
"33660","Cinderella Man","2005","Drama|Romance"
"33669",,," The (2005)"""
"33672","Lords of Dogtown","2005","Action|Comedy|Drama"
"33677","Rock School","2005","Documentary"
"33679","Mr. & Mrs. Smith","2005","Action|Adventure|Comedy|Romance"
"33681",,," The (2005)"""
"33683","High Tension","2003","Horror|Thriller"
"33725","It's All Gone Pete Tong","2004","Comedy|Drama|Musical"
"33779","Eddie Izzard: Dress to Kill","1999","Comedy"
"33781","Quo Vadis","1951","Drama|Romance"
"33794","Batman Begins","2005","Action|Crime|IMAX"
"33801","Godzilla: Final Wars","2004","Action|Adventure|Fantasy|Sci-Fi"
"33815",,," The (2005)"""
"33826","Saint Ralph","2004","Comedy|Drama"
"33830","Herbie: Fully Loaded","2005","Adventure|Comedy|Romance"
"33834","Land of the Dead","2005","Action|Horror|Thriller"
"33836","Bewitched","2005","Comedy|Fantasy|Romance"
"33838","Rize","2005","Documentary"
"33880","Me and You and Everyone We Know","2005","Comedy|Drama"
"33893",,," The (Crimen Ferpecto) (Ferpect Crime) (2004)"""
"33896","3 Extremes","2004","Horror"
"33903",,," The (Die Fetten Jahre sind vorbei) (2004)"""
"33966","Cop and ½","1993","Comedy"
"34018","At the Circus","1939","Comedy|Musical"
"34048","War of the Worlds","2005","Action|Adventure|Sci-Fi|Thriller"
"34072","""March of the Penguins",," La) (2005)"""
"34129","Rebound","2005","Comedy"
"34143","Dark Water","2005","Drama|Horror|Thriller"
"34148",,," The (battre mon coeur s'est arrêté"
"34150","Fantastic Four","2005","Action|Adventure|Sci-Fi"
"34153","Murderball","2005","Documentary"
"34162","Wedding Crashers","2005","Comedy|Romance"
"34164","Happy Endings","2005","Comedy|Drama"
"34271","Hustle & Flow","2005","Crime|Drama"
"34292","Hardware","1990","Action|Horror|Sci-Fi"
"34312",,," The (2004)"""
"34319",,," The (2005)"""
"34321","Bad News Bears","2005","Children|Comedy"
"34323",,," The (2005)"""
"34326","Last Days","2005","Drama"
"34330","November","2004","Drama|Mystery"
"34332","Sky High","2005","Action|Adventure|Children|Comedy"
"34334","Stealth","2005","Action|Adventure|Sci-Fi|Thriller"
"34336","Must Love Dogs","2005","Comedy|Romance"
"34338",,," The (2005)"""
"34359","Georgy Girl","1966","Comedy"
"34397",,," The (2001)"""
"34405","Serenity","2005","Action|Adventure|Sci-Fi"
"34437","Broken Flowers","2005","Comedy|Drama"
"34450","Miracles - Mr. Canton and Lady Rose","1989","Action|Comedy|Crime|Drama"
"34482",,," The (1951)"""
"34520",,," The (2005)"""
"34523","The Chumscrubber","2005","Comedy|Drama"
"34528","Junebug","2005","Comedy|Drama"
"34530","Deuce Bigalow: European Gigolo","2005","Comedy"
"34532",,," The (2005)"""
"34534","Four Brothers","2005","Action|Crime|Drama"
"34536","The Great Raid","2005","Action|Drama|War"
"34540","Pretty Persuasion","2005","Comedy|Drama"
"34542","Grizzly Man","2005","Documentary"
"34800","Private Resort","1985","Comedy"
"34811","Pusher II: With Blood on My Hands","2004","Action|Crime|Drama|Thriller"
"35015","Duma","2005","Adventure|Drama"
"35347","Animal Farm","1954","Animation|Drama"
"35807",,," The (1956)"""
"35836",,," The (2005)"""
"35957","Red Eye","2005","Horror|Thriller"
"36276","Hidden","2005","Drama|Mystery|Thriller"
"36289","Asterix & Obelix vs. Caesar","1999","Adventure|Children|Comedy|Fantasy"
"36363","Kin-Dza-Dza!","1986","Comedy|Drama|Sci-Fi"
"36397","Valiant","2005","Adventure|Animation|Children|Comedy|Fantasy|War"
"36401",,," The (2005)"""
"36477",,," The (2005)"""
"36509",,," The (2005)"""
"36517",,," The (2005)"""
"36519","Transporter 2","2005","Action|Crime|Thriller"
"36525","Just Like Heaven","2005","Comedy|Fantasy|Romance"
"36527","Proof","2005","Drama"
"36529","Lord of War","2005","Action|Crime|Drama|Thriller|War"
"36533","Cry_Wolf","2005","Drama|Horror|Mystery|Thriller"
"36535","Everything Is Illuminated","2005","Comedy|Drama"
"36537","Thumbsucker","2005","Comedy|Drama"
"36708","Family Guy Presents Stewie Griffin: The Untold Story","2005","Adventure|Animation|Comedy"
"36850","Police Story 2","1988","Action|Comedy|Crime|Thriller"
"36931","New Police Story","2004","Action|Crime|Drama"
"37211","Go West","1940","Comedy|Musical|Western"
"37240","Why We Fight","2005","Documentary"
"37380","Doom","2005","Action|Horror|Sci-Fi"
"37382","Domino","2005","Crime|Drama|Thriller"
"37384","Waiting...","2005","Comedy"
"37386","Aeon Flux","2005","Action|Sci-Fi"
"37444","Frankenstein 90","1984","Comedy|Horror|Romance"
"37475",,," An (2005)"""
"37477",,," The (2005)"""
"37495","Survive Style 5+","2004","Fantasy|Mystery|Romance|Thriller"
"37545","Woyzeck","1979","Drama"
"37720",,," The (2005)"""
"37727","Flightplan","2005","Action|Drama|Thriller"
"37729","Corpse Bride","2005","Animation|Comedy|Fantasy|Musical|Romance"
"37731","Green Street Hooligans","2005","Crime|Drama"
"37733",,," A (2005)"""
"37736","Oliver Twist","2005","Drama"
"37739",,," The (2005)"""
"37741","Capote","2005","Crime|Drama"
"37830","Final Fantasy VII: Advent Children","2004","Action|Adventure|Animation|Fantasy|Sci-Fi"
"37844","Roll Bounce","2005","Comedy|Drama|Romance"
"37853","Into the Blue","2005","Action|Adventure|Crime|Thriller"
"37857","MirrorMask","2005","Adventure|Children|Drama|Fantasy"
"38038","Wallace & Gromit in The Curse of the Were-Rabbit","2005","Adventure|Animation|Children|Comedy"
"38061","Kiss Kiss Bang Bang","2005","Comedy|Crime|Mystery|Thriller"
"38095",,," A (Dalkomhan insaeng) (2005)"""
"38159",,," A (Krótki film o milosci) (1988)"""
"38164",,," and Heaven Too (1940)"""
"38198","Darwin's Nightmare","2004","Documentary"
"38294","Beowulf & Grendel","2005","Action|Adventure|Drama|Fantasy"
"38304","No Direction Home: Bob Dylan","2005","Documentary"
"38388","Goal! The Dream Begins","2005","Drama"
"38583",,," The (1986)"""
"38798","In Her Shoes","2005","Comedy|Drama"
"38886",,," The (2005)"""
"38992","Two for the Money","2005","Drama"
"39183","Brokeback Mountain","2005","Drama|Romance"
"39231","Elizabethtown","2005","Comedy|Drama|Romance"
"39234","North Country","2005","Drama"
"39292",,," and Good Luck. (2005)"""
"39307","Dreamer: Inspired by a True Story","2005","Children|Drama"
"39381",,," The (2005)"""
"39400",,," The (2005)"""
"39414","Shopgirl","2005","Comedy|Drama|Romance"
"39427","Stay","2005","Thriller"
"39435",,," The (2005)"""
"39444",,," The (2005)"""
"39446","Saw II","2005","Horror|Thriller"
"39449","Prime","2005","Comedy|Drama|Romance"
"39516","Don't Move","2004","Drama"
"39715","American Pie Presents: Band Camp","2005","Comedy"
"39801",,," The (Yôkai daisensô) (2005)"""
"39869","Manderlay","2005","Drama"
"40148","Revolver","2005","Crime|Drama|Thriller"
"40278","Jarhead","2005","Action|Drama|War"
"40339","Chicken Little","2005","Action|Adventure|Animation|Children|Comedy|Sci-Fi"
"40412","Dead Man's Shoes","2004","Crime|Thriller"
"40414","Joyeux Noël","2005","Drama|War"
"40478","Night of the Lepus","1972","Horror|Sci-Fi|Thriller"
"40491",,," The (Tulitikkutehtaan tyttö) (1990)"""
"40578","Sword of the Beast","1965","Action|Drama"
"40581","Just Friends","2005","Comedy|Romance"
"40583","Syriana","2005","Drama|Thriller"
"40597","One-Way Ticket to Mombasa","2002","Comedy|Drama"
"40614","Derailed","2005","Drama|Thriller"
"40617","Creep","2004","Horror|Thriller"
"40629","Pride & Prejudice","2005","Drama|Romance"
"40697",,,"Sci-Fi"
"40723","Wolf Creek","2005","Crime|Horror|Thriller"
"40732",,," The (2005)"""
"40815","Harry Potter and the Goblet of Fire","2005","Adventure|Fantasy|Thriller|IMAX"
"40819","Walk the Line","2005","Drama|Musical|Romance"
"40826","Rent","2005","Drama|Musical|Romance"
"40851","Zathura","2005","Action|Adventure|Children|Fantasy"
"40870","C.R.A.Z.Y.","2005","Drama"
"40946","Sarah Silverman: Jesus Is Magic","2005","Comedy|Musical"
"40955","Breakfast on Pluto","2005","Comedy|Drama"
"40959",,," The (2005)"""
"40962",,," Mine and Ours (2005)"""
"40966",,," The (2004)"""
"41014",,," The (Uccello dalle piume di cristallo"
"41285","Match Point","2005","Crime|Drama|Romance"
"41527","Paradise Now","2005","Crime|Drama|Thriller|War"
"41566",,," the Witch and the Wardrobe"
"41569","King Kong","2005","Action|Adventure|Drama|Fantasy|Thriller"
"41571","Memoirs of a Geisha","2005","Drama|Romance"
"41573",,," The (2005)"""
"41617","Havoc","2005","Crime|Drama|Romance"
"41627","Samurai Rebellion","1967","Action|Drama"
"41712",,," A (1999)"""
"41716",,," The (2005)"""
"41724","Wal-Mart: The High Cost of Low Price","2005","Documentary"
"41769","Mozart and the Whale","2005","Comedy|Drama|Romance"
"41828","Don't Look Now: We're Being Shot At","1966","Comedy|War"
"41863",,," The (2006)"""
"41997","Munich","2005","Action|Crime|Drama|Thriller"
"42002",,," The (2005)"""
"42004","Transamerica","2005","Adventure|Comedy|Drama"
"42007","Rumor Has It...","2005","Comedy|Drama|Romance"
"42009","Cheaper by the Dozen 2","2005","Adventure|Comedy"
"42011","Fun with Dick and Jane","2005","Comedy|Crime"
"42013",,," The (2005)"""
"42015","Casanova","2005","Action|Adventure|Comedy|Drama|Romance"
"42018","Mrs. Henderson Presents","2005","Comedy|Drama"
"42176",,," The (Ucho) (1970)"""
"42191","Luxo Jr.","1986","Animation|Children"
"42285",,," The (1996)"""
"42418",,," The (2005)"""
"42422","Voices of a Distant Star","2003","Animation|Drama|Romance|Sci-Fi"
"42556","7 Faces of Dr. Lao","1964","Fantasy|Mystery|Western"
"42559","Samurai Assassin","1965","Action|Adventure|Drama"
"42602",,," The (2005)"""
"42632","Lady Vengeance","2005","Crime|Drama|Mystery|Thriller"
"42638","Grand Theft Parsons","2003","Comedy|Drama"
"42718","District 13","2004","Action|Crime|Sci-Fi"
"42723","Hostel","2005","Horror"
"42725","Grandma's Boy","2006","Comedy"
"42728","Tristan & Isolde","2006","Drama|Romance"
"42730","Glory Road","2006","Drama"
"42732","Last Holiday","2006","Comedy"
"42734","Hoodwinked!","2005","Animation|Children|Comedy"
"42738","Underworld: Evolution","2006","Action|Fantasy|Horror"
"42740","Looking for Comedy in the Muslim World","2005","Comedy"
"42761","Casper Meets Wendy","1998","Adventure|Children|Comedy|Fantasy"
"42943","Revolution","1985","Adventure|Drama|War"
"42946","Project A","1983","Action|Comedy"
"43289",,," The (Chûgoku no chôjin) (1998)"""
"43333","Water","2005","Drama|Romance"
"43376","Sophie Scholl: The Final Days","2005","Drama|War"
"43396",,," The (2005)"""
"43419","Bandidas","2006","Action|Comedy|Crime|Western"
"43460","Tristram Shandy: A Cock and Bull Story","2005","Comedy|Drama"
"43549","Helter Skelter","2004","Action|Crime|Drama|Horror"
"43556","Annapolis","2006","Drama"
"43558","Big Momma's House 2","2006","Action|Comedy|Crime"
"43560","Nanny McPhee","2005","Children|Comedy|Fantasy"
"43677",,," The (1995)"""
"43679","Final Destination 3","2006","Horror|Mystery|Thriller"
"43684","Something New","2006","Comedy|Drama|Romance"
"43708","Block Party","2005","Comedy|Documentary"
"43744","Imagine Me & You","2005","Comedy|Drama|Romance"
"43836",,," The (2006)"""
"43869","Curious George","2006","Adventure|Animation|Children|Comedy"
"43871","Firewall","2006","Crime|Drama|Thriller"
"43904","When a Stranger Calls","2006","Horror|Thriller"
"43908","London","2005","Drama"
"43912","Freedomland","2006","Crime|Drama"
"43914","Winter Passing","2005","Drama"
"43917","Eight Below","2006","Action|Adventure|Drama|Romance"
"43919","Date Movie","2006","Comedy|Romance"
"43921","Running Scared","2006","Action|Crime|Thriller"
"43928","Ultraviolet","2006","Action|Fantasy|Sci-Fi|Thriller"
"43930","Just My Luck","2006","Comedy|Romance"
"43932","Pulse","2006","Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller"
"43936","16 Blocks","2006","Crime|Thriller"
"44004","Failure to Launch","2006","Comedy|Romance"
"44020","Ultimate Avengers","2006","Action|Animation|Children|Sci-Fi"
"44022","Ice Age 2: The Meltdown","2006","Adventure|Animation|Children|Comedy"
"44189","Ask the Dust","2006","Drama|Romance"
"44191","V for Vendetta","2006","Action|Sci-Fi|Thriller|IMAX"
"44193","She's the Man","2006","Comedy|Romance"
"44195","Thank You for Smoking","2006","Comedy|Drama"
"44197","Find Me Guilty","2006","Comedy|Crime|Drama"
"44199","Inside Man","2006","Crime|Drama|Thriller"
"44204","Tsotsi","2005","Crime|Drama"
"44225","Aquamarine","2006","Children|Comedy|Fantasy"
"44238","Leprechaun 2","1994","Comedy|Fantasy|Horror"
"44241","Leprechaun 3","1995","Comedy|Fantasy|Horror"
"44243","Leprechaun 4: In Space","1997","Comedy|Fantasy|Horror|Sci-Fi"
"44301","Lights in the Dusk","2006","Crime|Drama"
"44397",,," The (2006)"""
"44399",,," The (2006)"""
"44511","Unknown White Male","2005","Documentary"
"44555",,," The (Das leben der Anderen) (2006)"""
"44597","Youth of the Beast","1963","Action|Crime|Mystery"
"44613","Take the Lead","2006","Drama"
"44633",,," The (2005)"""
"44657","Mouchette","1967","Drama"
"44665","Lucky Number Slevin","2006","Crime|Drama|Mystery"
"44694","Volver","2006","Comedy|Drama"
"44709","Akeelah and the Bee","2006","Drama"
"44719","Brainstorm","2001","Drama"
"44731","Stay Alive","2006","Horror|Sci-Fi|Thriller"
"44759","Basic Instinct 2","2006","Crime|Drama|Mystery|Thriller"
"44761","Brick","2005","Crime|Drama|Film-Noir|Mystery"
"44773",,," The (2000)"""
"44777","Evil Aliens","2005","Comedy|Horror|Sci-Fi"
"44788","This Film Is Not Yet Rated","2006","Documentary"
"44828","Slither","2006","Comedy|Horror|Sci-Fi"
"44840",,," The (2006)"""
"44849","Renaissance","2006","Action|Animation|Film-Noir|Sci-Fi|Thriller"
"44851","Go for Zucker!","2004","Comedy"
"44864","Friends with Money","2006","Comedy|Drama|Romance"
"44889","Reefer Madness: The Movie Musical","2005","Comedy|Drama|Musical"
"44929","Candy","2006","Drama|Romance"
"44931","Secrets of a Soul","1926","Drama"
"44937",,," The (L'enfant) (2005)"""
"44943","9/11","2002","Documentary"
"44972","Scary Movie 4","2006","Comedy|Horror"
"44974","Hard Candy","2005","Drama|Thriller"
"45028",,," A (2006)"""
"45062",,," The (2006)"""
"45074",,," The (2006)"""
"45081","Silent Hill","2006","Fantasy|Horror|Thriller"
"45106","American Dreamz","2006","Comedy|Drama"
"45175","Kinky Boots","2005","Comedy|Drama"
"45183",,," The (a.k.a. Warrior King) (Tom yum goong) (2005)"""
"45186","Mission: Impossible III","2006","Action|Adventure|Thriller"
"45208","RV","2006","Adventure|Children|Comedy"
"45210","United 93","2006","Crime|Drama"
"45221","Stick It","2006","Comedy"
"45361",,," An (2005)"""
"45382","Down in the Valley","2005","Drama|Romance"
"45431","Over the Hedge","2006","Adventure|Animation|Children|Comedy"
"45440","Art School Confidential","2006","Comedy|Drama"
"45442","Poseidon","2006","Action|Adventure|Thriller|IMAX"
"45447",,," The (2006)"""
"45499","X-Men: The Last Stand","2006","Action|Sci-Fi|Thriller"
"45501",,," The (2006)"""
"45503","Peaceful Warrior","2006","Drama"
"45517","Cars","2006","Animation|Children|Comedy"
"45635",,," The (2005)"""
"45648","Game 6","2005","Comedy|Drama"
"45658","On a Clear Day","2005","Drama"
"45662",,," The (2006)"""
"45666","Nacho Libre","2006","Comedy"
"45668",,," The (2006)"""
"45672","Click","2006","Adventure|Comedy|Drama|Fantasy|Romance"
"45720",,," The (2006)"""
"45722","Pirates of the Caribbean: Dead Man's Chest","2006","Action|Adventure|Fantasy"
"45726",,," Me and Dupree (2006)"""
"45728","Clerks II","2006","Comedy"
"45730","Lady in the Water","2006","Drama|Fantasy|Mystery"
"45732","My Super Ex-Girlfriend","2006","Comedy|Fantasy|Romance"
"45880","Marie Antoinette","2006","Drama|Romance"
"45928","Who Killed the Electric Car?","2006","Documentary"
"45950",,," An (2006)"""
"45969","Career Opportunities","1991","Comedy|Romance"
"46062","High School Musical","2006","Children|Comedy|Drama|Musical|Romance"
"46105","I Am a Sex Addict","2005","Comedy|Documentary|Romance"
"46231","Stoned","2005","Drama"
"46322","Jet Li's Fearless","2006","Action|Drama"
"46335",,," The (Fast and the Furious 3"
"46337","Garfield: A Tail of Two Kitties","2006","Animation|Children|Comedy"
"46347","Metal: A Headbanger's Journey","2005","Documentary"
"46367",,," The (1992)"""
"46530","Superman Returns","2006","Action|Adventure|Sci-Fi|IMAX"
"46559",,," The (2006)"""
"46572","Edmond","2005","Drama|Thriller"
"46574",,," The (2006)"""
"46578","Little Miss Sunshine","2006","Adventure|Comedy|Drama"
"46664",,," The (1948)"""
"46723","Babel","2006","Drama|Thriller"
"46772","Strangers with Candy","2005","Comedy"
"46850","Wordplay","2006","Documentary"
"46855","Army of Shadows","1969","Action|Drama|Thriller|War"
"46862","Orchestra Rehearsal","1978","Drama"
"46865","Little Man","2006","Comedy"
"46948","Monster House","2006","Animation|Children|Fantasy|Mystery"
"46965","Snakes on a Plane","2006","Action|Comedy|Horror|Thriller"
"46967","Scoop","2006","Comedy|Fantasy|Mystery"
"46970","Talladega Nights: The Ballad of Ricky Bobby","2006","Action|Comedy"
"46972","Night at the Museum","2006","Action|Comedy|Fantasy|IMAX"
"46974","World Trade Center","2006","Drama"
"46976","Stranger than Fiction","2006","Comedy|Drama|Fantasy|Romance"
"47044","Miami Vice","2006","Action|Crime|Drama|Thriller"
"47099",,," The (2006)"""
"47122","John Tucker Must Die","2006","Comedy|Romance"
"47124",,," The (2006)"""
"47200","Crank","2006","Action|Thriller"
"47202",,," The (2005)"""
"47254","Chaos","2005","Action|Crime|Drama|Thriller"
"47261",,," The (2006)"""
"47382","Step Up","2006","Drama|Romance"
"47384","Zoom","2006","Adventure|Comedy|Drama|Fantasy"
"47404","Mind Game","2004","Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi"
"47423","Half Nelson","2006","Drama"
"47446",,," La (2005)"""
"47465","Tideland","2005","Drama|Fantasy|Thriller"
"47491","Adam's Apples","2005","Comedy|Drama"
"47516","Material Girls","2006","Children|Comedy|Drama"
"47518","Accepted","2006","Comedy"
"47538","Crime Busters","1977","Action|Adventure|Comedy|Crime"
"47566","Born to Kill","1947","Crime|Drama|Film-Noir"
"47610",,," The (2006)"""
"47629","The Queen","2006","Drama"
"47640","Beerfest","2006","Comedy"
"47644","Invincible","2006","Drama"
"47646","Idlewild","2006","Crime|Drama|Musical"
"47721",,," The (Ballon rouge"
"47725","Angel-A","2005","Comedy|Drama|Fantasy|Romance"
"47736",,," A (1940)"""
"47774",,," The (Ladri di saponette) (1989)"""
"47793",,," The (2006)"""
"47810",,," The (2006)"""
"47894",,," The (2006)"""
"47937","Severance","2006","Comedy|Horror|Thriller"
"47950","Hollywoodland","2006","Crime|Drama|Mystery|Thriller"
"47952",,," The (2006)"""
"47970",,," The (2006)"""
"47978","SherryBaby","2006","Drama"
"47997","Idiocracy","2006","Adventure|Comedy|Sci-Fi|Thriller"
"47999","Jesus Camp","2006","Documentary|Drama"
"48001",,," The (Hwal) (2005)"""
"48032",,," The (La tigre e la neve) (2005)"""
"48043",,," The (2006)"""
"48045","Fear City: A Family-Style Comedy","1994","Comedy"
"48082",,," The (La science des rêves) (2006)"""
"48142",,," The (2006)"""
"48150",,," The (2006)"""
"48161","Gridiron Gang","2006","Drama"
"48214","Land of Plenty","2004","Drama"
"48262",,," The (2006)"""
"48304","Apocalypto","2006","Adventure|Drama|Thriller"
"48319","Flyboys","2006","Action|Adventure|Drama|War"
"48322","Jackass Number Two","2006","Comedy|Documentary"
"48326","All the King's Men","2006","Drama"
"48342","Conversations with Other Women","2005","Comedy|Drama|Romance"
"48385","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","2006","Comedy"
"48394","""Pan's Labyrinth",," El) (2006)"""
"48412",,," The (2006)"""
"48414","Open Season","2006","Adventure|Animation|Children|Comedy|IMAX"
"48416","School for Scoundrels","2006","Comedy|Crime"
"48516",,," The (2006)"""
"48518",,," The (2006)"""
"48520","Employee of the Month","2006","Comedy"
"48560","Running With Scissors","2006","Comedy|Drama"
"48593","Man of the Year","2006","Comedy|Thriller"
"48596",,," The (2006)"""
"48598","Infamous","2006","Drama"
"48638","Fellini's Casanova","1976","Drama|Romance"
"48649","Chapayev","1934","Drama|War"
"48678","Feast","2005","Action|Comedy|Horror|Thriller"
"48696","Little Children","2006","Drama|Romance"
"48698","Deliver Us from Evil","2006","Documentary"
"48738",,," The (2006)"""
"48741",,," The (2006)"""
"48744","Shortbus","2006","Comedy|Drama|Romance"
"48774","Children of Men","2006","Action|Adventure|Drama|Sci-Fi|Thriller"
"48780",,," The (2006)"""
"48783","Flags of Our Fathers","2006","Drama|War"
"48872","13 Tzameti","2005","Film-Noir|Thriller"
"48877","Saw III","2006","Crime|Horror|Thriller"
"48879","Catch a Fire","2006","Drama|Thriller"
"48883","Death of a President","2006","Crime|Drama|Mystery|Thriller"
"48982","Flushed Away","2006","Animation|Comedy"
"48997","Perfume: The Story of a Murderer","2006","Crime|Drama|Thriller"
"49013",,," The (2006)"""
"49110","Mom and Dad Save the World","1992","Comedy|Sci-Fi"
"49130",,," A (2006)"""
"49132","Shut Up & Sing","2006","Documentary"
"49220","For Your Consideration","2006","Comedy"
"49263","Fuck","2005","Comedy|Documentary"
"49265","Shooting Dogs","2005","Documentary|Drama|War"
"49272","Casino Royale","2006","Action|Adventure|Thriller"
"49274","Happy Feet","2006","Adventure|Animation|Children|Comedy|IMAX"
"49276","Let's Go to Prison","2006","Comedy"
"49278","Déjà Vu","2006","Action|Sci-Fi|Thriller"
"49280","Bobby","2006","Drama"
"49284","10 Items or Less","2006","Comedy|Drama|Romance"
"49286",,," The (2006)"""
"49314","Harsh Times","2006","Action|Crime|Drama"
"49347","Fast Food Nation","2006","Drama"
"49389","The Great Train Robbery","1903","Crime|Western"
"49396","Tenacious D in The Pick of Destiny","2006","Adventure|Comedy|Musical"
"49524",,," The (2006)"""
"49530","Blood Diamond","2006","Action|Adventure|Crime|Drama|Thriller|War"
"49647","Charlotte's Web","2006","Children|Comedy|Drama|Fantasy"
"49649","Eragon","2006","Action|Adventure|Fantasy"
"49651","Rocky Balboa","2006","Action|Drama"
"49666","Fur: An Imaginary Portrait of Diane Arbus","2006","Drama|Fantasy|Romance"
"49688",,," The (1955)"""
"49735","Another Gay Movie","2006","Comedy"
"49772",,," The (2006)"""
"49793","We Are Marshall","2006","Drama"
"49822",,," The (2006)"""
"49824","Dreamgirls","2006","Drama|Musical"
"49910","Freedom Writers","2007","Drama"
"49917","When the Levees Broke: A Requiem in Four Acts","2006","Documentary"
"49932","Inland Empire","2006","Drama|Mystery|Thriller"
"49957",,," The (2006)"""
"49961","Notes on a Scandal","2006","Drama"
"50003","DOA: Dead or Alive","2006","Action|Adventure"
"50005","Curse of the Golden Flower","2006","Action|Drama"
"50064",,," The (2006)"""
"50068","Letters from Iwo Jima","2006","Drama|War"
"50147","Black Christmas","2006","Action|Horror|Thriller"
"50158","Stomp the Yard","2007","Drama|Musical"
"50160","Miss Potter","2006","Drama"
"50189","American Pie Presents The Naked Mile","2006","Comedy|Romance"
"50274","Venus","2006","Drama|Romance"
"50354","The Return of Don Camillo","1953","Comedy"
"50356","The Little World of Don Camillo","1952","Comedy"
"50440","Primeval","2007","Horror|Thriller"
"50442","Alpha Dog","2007","Crime|Drama"
"50445",,," The (2007)"""
"50514","After the Wedding","2006","Drama"
"50601","Bridge to Terabithia","2007","Adventure|Children|Fantasy"
"50610","Beer League","2006","Comedy"
"50613","Dead Meat","2004","Horror"
"50658","49 Up","2005","Documentary"
"50685","Waitress","2007","Comedy|Drama|Romance"
"50740","Seven Up!","1964","Documentary"
"50792","Catch and Release","2006","Comedy|Drama|Romance"
"50794","Smokin' Aces","2006","Action|Crime|Drama|Thriller"
"50796","Blood and Chocolate","2007","Drama|Fantasy|Horror|Romance"
"50798","Epic Movie","2007","Adventure|Comedy"
"50800",,," The (2007)"""
"50802","Because I Said So","2007","Comedy|Drama|Romance"
"50804","Hannibal Rising","2007","Drama|Horror|Thriller"
"50806","Norbit","2007","Comedy|Romance"
"50842",,," The (Direktøren for det hele) (2006)"""
"50851","Cocaine Cowboys","2006","Documentary"
